"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_4361","","hypothetical protein","1","33","63","111","1.5625","77.08333333333334","0.05339105339105339","2.6988617979289208e-05","1.0","0.011490895619248228","1","1","1","1.0","1.0"
"group_4451","","hypothetical protein","1","33","63","111","1.5625","77.08333333333334","0.05339105339105339","2.6988617979289208e-05","1.0","0.011490895619248228","1","1","1","1.0","1.0"
"group_4638","","hypothetical protein","1","33","63","111","1.5625","77.08333333333334","0.05339105339105339","2.6988617979289208e-05","1.0","0.011490895619248228","1","1","1","1.0","1.0"
"group_4672","","hypothetical protein","0","27","64","117","0.0","81.25","0.0","2.7261484126277375e-05","1.0","0.01153071102606907","7","0","7","0.015625","0.015625"
"group_3819","","hypothetical protein","0","28","64","116","0.0","80.55555555555556","0.0","2.8351422217751477e-05","1.0","0.011759621198719098","2","0","2","0.5","0.5"
"dauA_2","","FAD-dependent catabolic D-arginine dehydrogenase DauA","0","28","64","116","0.0","80.55555555555556","0.0","2.8351422217751477e-05","1.0","0.011759621198719098","5","0","5","0.0625","0.0625"
"group_4626","","hypothetical protein","0","28","64","116","0.0","80.55555555555556","0.0","2.8351422217751477e-05","1.0","0.011759621198719098","2","0","2","0.5","0.5"
"group_1991","","hypothetical protein","12","71","52","73","18.75","50.69444444444444","0.2372697724810401","2.8883032141304095e-05","1.0","0.011903327047413984","24","10","17","0.06391465663909912","0.5412561893463136"
"spmT","","hypothetical protein","20","11","44","133","31.25","92.36111111111111","5.4958677685950414","2.991424911734649e-05","1.0","0.01212415391529203","13","8","5","0.5810546875","0.5810546875"
"nicP_1","","Porin-like protein NicP","5","50","59","94","7.8125","65.27777777777779","0.15932203389830507","2.998460861600275e-05","1.0","0.01212415391529203","9","5","6","0.5078125","1.0"
"mdcG","","Phosphoribosyl-dephospho-CoA transferase","5","50","59","94","7.8125","65.27777777777779","0.15932203389830507","2.998460861600275e-05","1.0","0.01212415391529203","9","4","7","0.17968750000000003","1.0"
"rcnB","","hypothetical protein","9","63","55","81","14.0625","56.25","0.21038961038961038","3.084184898394904e-05","1.0","0.012392833206419172","12","6","7","0.7744140625000003","1.0"
"lig","","Multifunctional non-homologous end joining protein LigD","5","49","59","95","7.8125","65.97222222222221","0.16430300933932895","3.1623918687479434e-05","1.0","0.012550205903313212","7","4","6","0.125","0.9999999999999998"
"gltC_1","","HTH-type transcriptional regulator GltC","5","49","59","95","7.8125","65.97222222222221","0.16430300933932895","3.1623918687479434e-05","1.0","0.012550205903313212","9","4","6","0.5078125","1.0"
"ompA_2","","hypothetical protein","13","73","51","71","20.3125","49.30555555555556","0.24791834542035993","3.4287720837029686e-05","1.0","0.012591453825287586","26","9","20","0.009355306625366223","0.16863754391670224"
"yadV_1","","putative fimbrial chaperone YadV","13","73","51","71","20.3125","49.30555555555556","0.24791834542035993","3.4287720837029686e-05","1.0","0.012591453825287586","14","4","13","0.0018310546875000002","0.17956542968750003"
"group_3012","","hypothetical protein","4","46","60","98","6.25","68.05555555555556","0.14202898550724638","3.496665468888942e-05","1.0","0.012591453825287586","7","4","6","0.125","0.9999999999999998"
"group_2787","","Gluconate 2-dehydrogenase subunit 3","2","37","62","107","3.125","74.30555555555556","0.09328683522231909","3.5583447723123876e-05","1.0","0.012591453825287586","12","2","11","0.006347656250000001","0.038574218750000014"
"group_3599","","hypothetical protein","2","37","62","107","3.125","74.30555555555556","0.09328683522231909","3.5583447723123876e-05","1.0","0.012591453825287586","6","2","5","0.21875000000000003","0.6875000000000002"
"group_3834","","hypothetical protein","2","37","62","107","3.125","74.30555555555556","0.09328683522231909","3.5583447723123876e-05","1.0","0.012591453825287586","2","2","1","0.5","1.0"
"group_3842","","hypothetical protein","2","37","62","107","3.125","74.30555555555556","0.09328683522231909","3.5583447723123876e-05","1.0","0.012591453825287586","2","2","1","0.5","1.0"
"group_3843","","hypothetical protein","2","37","62","107","3.125","74.30555555555556","0.09328683522231909","3.5583447723123876e-05","1.0","0.012591453825287586","3","2","3","0.25","1.0"
"group_3892","","hypothetical protein","2","37","62","107","3.125","74.30555555555556","0.09328683522231909","3.5583447723123876e-05","1.0","0.012591453825287586","4","1","4","0.125","0.625"
"group_3984","","hypothetical protein","2","37","62","107","3.125","74.30555555555556","0.09328683522231909","3.5583447723123876e-05","1.0","0.012591453825287586","2","2","1","0.5","1.0"
"group_3989","","hypothetical protein","2","37","62","107","3.125","74.30555555555556","0.09328683522231909","3.5583447723123876e-05","1.0","0.012591453825287586","2","2","1","0.5","1.0"
"group_4089","aidA","hypothetical protein","2","37","62","107","3.125","74.30555555555556","0.09328683522231909","3.5583447723123876e-05","1.0","0.012591453825287586","6","2","4","0.6875000000000002","0.6875000000000002"
"group_4436","","hypothetical protein","2","37","62","107","3.125","74.30555555555556","0.09328683522231909","3.5583447723123876e-05","1.0","0.012591453825287586","2","2","1","0.5","1.0"
"group_4933","","hypothetical protein","2","37","62","107","3.125","74.30555555555556","0.09328683522231909","3.5583447723123876e-05","1.0","0.012591453825287586","2","2","1","0.5","1.0"
"group_2390","","hypothetical protein","2","38","62","106","3.125","73.61111111111111","0.0899830220713073","3.564487402906069e-05","1.0","0.012591453825287586","2","2","1","0.5","1.0"
"group_3297","","hypothetical protein","2","38","62","106","3.125","73.61111111111111","0.0899830220713073","3.564487402906069e-05","1.0","0.012591453825287586","2","2","1","0.5","1.0"
"group_3675","","hypothetical protein","2","38","62","106","3.125","73.61111111111111","0.0899830220713073","3.564487402906069e-05","1.0","0.012591453825287586","2","2","1","0.5","1.0"
"group_3759","","hypothetical protein","2","38","62","106","3.125","73.61111111111111","0.0899830220713073","3.564487402906069e-05","1.0","0.012591453825287586","2","2","1","0.5","1.0"
"group_3886","","hypothetical protein","2","38","62","106","3.125","73.61111111111111","0.0899830220713073","3.564487402906069e-05","1.0","0.012591453825287586","2","2","1","0.5","1.0"
"group_3893","","hypothetical protein","2","38","62","106","3.125","73.61111111111111","0.0899830220713073","3.564487402906069e-05","1.0","0.012591453825287586","2","2","1","0.5","1.0"
"group_7181","","hypothetical protein","10","1","54","143","15.625","99.30555555555556","26.48148148148148","3.73711202616924e-05","1.0","0.0127852137978419","9","8","1","0.0390625","0.0390625"
"yjiK","","putative protein YjiK","3","42","61","102","4.6875","70.83333333333334","0.11943793911007025","3.738657345498246e-05","1.0","0.0127852137978419","7","3","5","0.4531249999999996","0.9999999999999998"
"group_2763","","hypothetical protein","3","42","61","102","4.6875","70.83333333333334","0.11943793911007025","3.738657345498246e-05","1.0","0.0127852137978419","7","3","6","0.125","0.9999999999999998"
"group_3188","","hypothetical protein","3","42","61","102","4.6875","70.83333333333334","0.11943793911007025","3.738657345498246e-05","1.0","0.0127852137978419","8","3","7","0.0703125","0.7265625000000002"
"group_3275","","hypothetical protein","3","42","61","102","4.6875","70.83333333333334","0.11943793911007025","3.738657345498246e-05","1.0","0.0127852137978419","7","1","6","0.125","0.125"
"group_3677","","hypothetical protein","3","42","61","102","4.6875","70.83333333333334","0.11943793911007025","3.738657345498246e-05","1.0","0.0127852137978419","3","3","2","0.25","1.0"
"group_3229","","hypothetical protein","3","41","61","103","4.6875","71.52777777777779","0.12355057976809276","3.8419904980960564e-05","1.0","0.012932220477125318","15","3","13","0.007385253906249998","0.035156250000000014"
"group_3332","","hypothetical protein","3","41","61","103","4.6875","71.52777777777779","0.12355057976809276","3.8419904980960564e-05","1.0","0.012932220477125318","5","3","3","1.0","1.0"
"der_1","","hypothetical protein","3","41","61","103","4.6875","71.52777777777779","0.12355057976809276","3.8419904980960564e-05","1.0","0.012932220477125318","6","3","5","0.21875000000000003","1.0"
"group_2268","","Trehalase","6","52","58","92","9.375","63.888888888888886","0.1830238726790451","4.430798216247671e-05","1.0","0.014836481672957239","12","6","8","0.3876953125000001","1.0"
"group_1213","","hypothetical protein","26","20","38","124","40.625","86.11111111111111","4.242105263157895","4.546909378465694e-05","1.0","0.015146391235799894","27","17","11","0.24778856337070485","0.44206833839416504"
"group_1834","yijE","hypothetical protein","17","82","47","62","26.5625","43.05555555555556","0.2734820965230929","4.877579387697363e-05","1.0","0.015444342762195834","27","13","19","0.05223898589611053","1.0"
"group_4628","","hypothetical protein","0","26","64","118","0.0","81.94444444444444","0.0","4.990511824946423e-05","1.0","0.015444342762195834","2","0","2","0.5","0.5"
"group_4665","","hypothetical protein","0","26","64","118","0.0","81.94444444444444","0.0","4.990511824946423e-05","1.0","0.015444342762195834","4","0","4","0.125","0.125"
"group_4724","","hypothetical protein","0","26","64","118","0.0","81.94444444444444","0.0","4.990511824946423e-05","1.0","0.015444342762195834","2","0","2","0.5","0.5"
"group_2367","","hypothetical protein","1","32","63","112","1.5625","77.77777777777779","0.05555555555555555","4.996692063487477e-05","1.0","0.015444342762195834","1","1","1","1.0","1.0"
"group_3665","","hypothetical protein","1","32","63","112","1.5625","77.77777777777779","0.05555555555555555","4.996692063487477e-05","1.0","0.015444342762195834","2","1","1","1.0","1.0"
"group_3822","","hypothetical protein","1","32","63","112","1.5625","77.77777777777779","0.05555555555555555","4.996692063487477e-05","1.0","0.015444342762195834","1","1","1","1.0","1.0"
"group_3970","","hypothetical protein","1","32","63","112","1.5625","77.77777777777779","0.05555555555555555","4.996692063487477e-05","1.0","0.015444342762195834","3","1","2","1.0","1.0"
"group_3994","","hypothetical protein","1","32","63","112","1.5625","77.77777777777779","0.05555555555555555","4.996692063487477e-05","1.0","0.015444342762195834","8","1","7","0.0703125","0.0703125"
"group_4161","","hypothetical protein","1","32","63","112","1.5625","77.77777777777779","0.05555555555555555","4.996692063487477e-05","1.0","0.015444342762195834","7","1","6","0.125","0.125"
"group_4176","","hypothetical protein","1","32","63","112","1.5625","77.77777777777779","0.05555555555555555","4.996692063487477e-05","1.0","0.015444342762195834","1","1","1","1.0","1.0"
"group_4309","","hypothetical protein","1","32","63","112","1.5625","77.77777777777779","0.05555555555555555","4.996692063487477e-05","1.0","0.015444342762195834","2","1","1","1.0","1.0"
"group_4441","","hypothetical protein","1","32","63","112","1.5625","77.77777777777779","0.05555555555555555","4.996692063487477e-05","1.0","0.015444342762195834","1","1","1","1.0","1.0"
"group_4453","","hypothetical protein","1","32","63","112","1.5625","77.77777777777779","0.05555555555555555","4.996692063487477e-05","1.0","0.015444342762195834","1","1","1","1.0","1.0"
"group_4639","","hypothetical protein","1","32","63","112","1.5625","77.77777777777779","0.05555555555555555","4.996692063487477e-05","1.0","0.015444342762195834","3","1","2","1.0","1.0"
"secG","","Protein-export membrane protein SecG","63","113","1","31","98.4375","21.52777777777778","17.283185840707965","5.395828444550792e-05","1.0","0.015986322881502993","2","1","1","1.0","1.0"
"group_3383","","hypothetical protein","1","31","63","113","1.5625","78.47222222222221","0.057859703020993344","5.395828444550792e-05","1.0","0.015986322881502993","1","1","1","1.0","1.0"
"cefD_1","","Isopenicillin N epimerase","1","31","63","113","1.5625","78.47222222222221","0.057859703020993344","5.395828444550792e-05","1.0","0.015986322881502993","2","1","2","0.5","1.0"
"group_4101","","hypothetical protein","1","31","63","113","1.5625","78.47222222222221","0.057859703020993344","5.395828444550792e-05","1.0","0.015986322881502993","2","1","1","1.0","1.0"
"group_4156","","hypothetical protein","1","31","63","113","1.5625","78.47222222222221","0.057859703020993344","5.395828444550792e-05","1.0","0.015986322881502993","1","1","1","1.0","1.0"
"group_4172","","hypothetical protein","1","31","63","113","1.5625","78.47222222222221","0.057859703020993344","5.395828444550792e-05","1.0","0.015986322881502993","1","1","1","1.0","1.0"
"group_4178","","hypothetical protein","1","31","63","113","1.5625","78.47222222222221","0.057859703020993344","5.395828444550792e-05","1.0","0.015986322881502993","2","1","1","1.0","1.0"
"group_4247","","hypothetical protein","1","31","63","113","1.5625","78.47222222222221","0.057859703020993344","5.395828444550792e-05","1.0","0.015986322881502993","5","1","4","0.375","0.375"
"group_4357","","hypothetical protein","1","31","63","113","1.5625","78.47222222222221","0.057859703020993344","5.395828444550792e-05","1.0","0.015986322881502993","1","1","1","1.0","1.0"
"group_3087","","hypothetical protein","5","48","59","96","7.8125","66.66666666666666","0.1694915254237288","5.49433247444739e-05","1.0","0.016166238752527744","7","3","6","0.125","0.9999999999999998"
"group_4757","","hypothetical protein","16","7","48","137","25.0","95.13888888888889","6.523809523809524","5.506845883255161e-05","1.0","0.016166238752527744","16","13","5","0.021270751953125","0.21011352539062492"
